"Corpus","Type","Text.ID","Author.ID","L1","content"
"CZECH-IT","audio","I030","L008","ces","Solo che alla fine si è si è cambiato, forse hanno trovato alcuni altri interessanti non lo so,oppure lo stanno dicendo solo per tenermi un po’ in ansia, non lo so"
"CZECH-IT","audio","I031","L001","ces","Ho fatto le foto con macchina fotografica e ti le mando quando le upload perché adesso nonposso perché non posso usare computer adesso"
"CZECH-IT","survey-message","I032","L009","ces","Mi piace a mi serve per lavoro"
"CZECH-IT","survey-message","I033","L010","ces","Molto mi piace"
"CZECH-IT","survey-message","I034","L011","ces","Ho iniziato a studiare l' italiano soprattutto per la bellezza della lingua"
"CZECH-IT","survey-message","I035","L012","ces","l' italiano, lo studio per diletto"
"CZECH-IT","survey-message","I036","L013","ces","Mi piace per la sua armonia nel parlare, nelle sue espressioni. Generalmente mi piace l' Italia con tutto quello che offre compresa la lingua"
"CZECH-IT","survey-message","I037","L001","ces","Perché NP"
"CZECH-IT","survey-message","I038","L003","ces","Perche mi piace"
"CZECH-IT","survey-message","I039","L007","ces","Ho conosciuto in treno alcuni italiani, ragazzi e ragazze della mia età. Per me era un'esperienza nuova. Prima di quel momento non avevo nessuna possibilità di parlare con un italiano. Davanti a me erano due vie, o profondare il mio inglese o imparare qualcosa di nuovo. Ho scelto la seconda via. Non ero spiacente mai"
"CZECH-IT","survey-message","I042","L017","ces","Veramente non volevo studiare l' italiano. Ma volevo aiutare una mia amica a superare il test di ammissione, quindi l'ho accompagnata e ho compilato il test al posto suo. Intanto ho compilato anche il mio e sono stata assunta. Cosi sono rimasta"
"CZECH-IT","survey-message","I043","L018","ces","Ero costretta. Mi sono trasferita in Italia e ci ho vissuto"
"CZECH-IT","survey-message","I044","L019","ces","mi piace la lingua italiana, la cucina, paese, le montagne, Roma, Toscana, eccetera"
"CZECH-IT","survey-message","I045","L021","ces","Perché è una lingua bellissima!"
"CZECH-IT","email","I046","L023","ces","ho voluto aiutarti, ma il link che ci hai mandato non mi va aprire"
"CZECH-IT","email","I047","L024","ces","sulla pagina si scrive che non è possibile farlo più"
"CZECH-IT","text-message","I048","L002","ces","Sei in italia o in olomouc?"
"CZECH-IT","audio","I049","L025","ces","Noi sempre diciamo che sembro strano sulle foto"
"CZECH-IT","audio","I050","L008","ces","Dottor Bolpagni senta: secondo me la cosa che che mi hanno fatto, cioè la scrittura ForzaJuve nel vestito, secondo me è un è una bella cosa che ci farà divertire tutti. Quindi a meveramente non mi dà senso che tu non l’abbia gradito"
"CZECH-IT","survey-message","I051","L003","ces","Buongiorno! Vorrei prenotare due camere per 4 persone - 2 adulti e 2 bambini dalle 24 Agosto a 28 Agosto. E possibile inviarmi  una offerta? Grazie"
"CZECH-IT","survey-message","I052","L002","ces","Buon giorno, vogliamo prenotare un appartamento nel vostro albergo Vincenzo per due notti con la collazione, dal 9. 8. al 11. 8. Siamo quattro persone, due adulti e due bambini. Preferiamo una stanza con vista mare. Grazie, cordiali saluti"
"CZECH-IT","survey-message","I053","L024","ces","Buongiorno, voglio prenotare una camera nel vostro albergo per 4 persone. Siamo due adulti e due bambini, vogliamo venire in agosto dal 18. 08. al 25. 08.  Ci basta la camera con il bagno. Compresa la prima colazione . Grazie"
"CZECH-IT","survey-message","I054","L007","ces","Spettabili signori, vorrei prenotare una suite a due camere con accessori per una settimana dal 21 agosto fino al 27 agosto 2017 per due adulti e due bambini di 10 e 11 anni. Se fosse possibile senza prima colazione. Preferiamo un posto tranquillo, la bella vista non è necessaria. Vorremo venire la sera verso le 23, se sarà possibile? In attesa di una vostra risposta. Cordiali saluti"
"CZECH-IT","survey-message","I055","L026","ces","Gentile hotel Europa, vorrei chiedere la disponibilità delle camere nel Vostro albergo nella prima metà di agosto. Siamo una famiglia con due bambini di 3 e 8 anni, quindi 2 adulti e 2 bambini e cerchiamo una camera doppia con un letto matrimoniale e un letto supplementare, possibilmente con mezza pensione e parcheggio. Chiedo gentilmente un'offerta prezzi per il periodo richiesto. Vorremo soggiornare da Voi una settimana. Grazie. Cordiali saluti"
"CZECH-IT","survey-message","I056","L003","ces","Ciao! Devo uscire del mio cancello. Per favore, poi parcheggiare a posto libero? grazie"
"CZECH-IT","survey-message","I057","L002","ces","Ciao, grazie per il regalo! Non vedo l'ora di provarla! E dove hai lasciato le chiavi?"
"CZECH-IT","survey-message","I058","L024","ces","Scusi, davanti alla Sua macchina c´e nostro cancello. Perfavore, sposta la macchina su altro posto, vogliamo che questo posto resta libero. Grazie"
"CZECH-IT","survey-message","I059","L007","ces","Buon giorno, mi dispiace forse Lei non si è accorto che qui si trova un ingresso nel mio giardino. La prego di spostare la Sua macchina. Se non lo farà fino al sabato di questa settimana, chiamerò la polizia! La prossima volta sia più attento! Sono davvero arrabbiato!"
"CZECH-IT","survey-message","I060","L026","ces","Gentile conducente, La prego di non parcheggiare la macchina d'avanti al cancello altrimenti siamo forzati di trainarla"
"CZECH-IT","survey-message","I061","L003","ces","Ciao cara, sei libera questa sera? Possiamo avere una cena insieme. Fammi sapere.ciao NP"
"CZECH-IT","survey-message","I062","L002","ces","Ciao cara, andiamo a cena stasera? Pago io :)"
"CZECH-IT","survey-message","I063","L024","ces","Ciao cara NP, sei libera stasera? Ti voglio invitare per la cena, é passato lungo tempo che ti non ho visto. Se sei d´accordo, mi fai sapere piu presto possibile. Non vedo l´ora..."
"CZECH-IT","survey-message","I064","L007","ces","Ciao NP, è passato un`anno che non ci siamo viste. Allora a luglio hai i tuoi bambini ugualmente in campagna dai genitori e anch`io sono libera. Ti invito per la cena il giovedì prossimo, alle sei di sera. Ho tanto da raccontarti! Ti va bene così? A presto!"
"CZECH-IT","survey-message","I065","L026","ces","Ciao carissima, vorrei cenare con te stasera, che ne dici di un invito?"
"CZECH-IT","email","I066","L027","ces","Ci vedremo domani"
"CZECH-IT","email","I067","L046","ces","penso che sia inutile di presentarmi ancora"
"CZECH-IT","email","I068","L046","ces","lavoro come ""receptionist"" qui a Praga a un albergo e anche come una barista"
"CZECH-IT","email","I069","L041","ces","Spero di incontrarLa personale"
"CZECH-IT","email","I070","L043","ces","Io lavoro come l´insegnante di inglese"
"CZECH-IT","email","I071","L043","ces","Perche mi piacciono le lingue straniere, ho deciso di imparare l´italiano"
"CZECH-IT","email","I072","L048","ces","Spero che mi imparó presto"
"CZECH-IT","email","I073","L048","ces","scusa, rispondo con un ritardo"
"CZECH-IT","email","I074","L032","ces","L'avvocato stesso mi ha promesso di pensarci e di scriverti un mail se vorrà chiedere qualche cosa"
"CZECH-IT","email","I075","L033","ces","sono a letto con la febre"
"CZECH-IT","survey-message","I077","L041","ces","Perchè mi piace la lingua italiana e anche la musica, i film e il modo della vita in Italia"
"CZECH-IT","survey-message","I078","L042","ces","Non sono sicuro - è la cosa del cuore. qualche lingue mi piaciono piu delle altre. Prima l'italiano ho studiato l'inglese"
"CZECH-IT","survey-message","I079","L043","ces","Perché sono l'insegnante della lingua ceca e inglese e mi aiuta nel mio lavoro (studiare le lingue straniere)"
"CZECH-IT","survey-message","I080","L044","ces","Perché mi piacciono le lingue straniere e l'Italia è un paese bello per le vacanze e voglio parlare con la gente dove sono qui"
"CZECH-IT","survey-message","I082","L046","ces","Perchè ho gli amici italiani, mi piace la cultura e la lingua italiana, anche le canzoni...quasi tutto :) e vorrei capire e parlare italiano"
"CZECH-IT","survey-message","I083","L047","ces","Ho iniziato a studiare l'italiano perché mi piace molto la cultura italiana, eppure la lingua"
"CZECH-IT","survey-message","I084","L048","ces","Perché abitavo li"
"CZECH-IT","survey-message","I085","L050","ces","Imparate una nuova lingua e avrete una nuova anima, dicono i Cechi. Mi ero così innamorato dell'Italia che ho perso l'anima ceca. All'inizio mi divertivo ascoltando i dialetti, le diverse pronunce e le cadenze. Mi piaceva tantissimo imitare i parlanti fino a tal punto che ho imparato a parlare italiano anch'io"
"CZECH-IT","survey-message","I086","L051","ces","Perché ho dovuto parlare italiano al lavoro"
"CZECH-IT","survey-message","I089","L060","ces","Mi sembrava una lingua bella"
"CZECH-IT","survey-message","I093","L064","ces","L'amo"
"CZECH-IT","survey-message","I094","L065","ces","Perché mi piace la cultura italiana"
"CZECH-IT","survey-message","I095","L066","ces","perché mi sempre piaceva la lingua italiana"
"CZECH-IT","survey-message","I097","L075","ces","l´italiano mi e piaciuto quando ero piccola. Avevo paura della grammatica mi sembrava molto difficile. Dopo ho iniziato ad avere i lezioni dell´italiano. Quando studiavo la scuola piu alta, ho scelto l´italiano come terza lingua da studiare. Sono andata in Italia nella stagione dell´estate. Ci imparavo molto perche parlavo ed ascoltavo l´italiano 12 ore di giorno. Lavoravo in Italia per 6 mesi"
"CZECH-IT","survey-message","I098","L076","ces","Stavo imparando il latino e volevo sfruttarlo per imparare anche una lingua romanza viva. La scelta dell'italiano è stata piuttosto casuale (la scelta tra l'italiano e lo spagnolo)"
"CZECH-IT","survey-message","I099","L077","ces","Volevo studiare le lingue straniere all´universita e volevo sostituire il tedesco con un´altra lingua da aggiungere all´inglese, perché il tedesco mi sembrava troppo difficile. Mi piaceva da sempre il suono d´italiano e per quello ho iniziato a frequentare i corsi d´italiano"
"CZECH-IT","survey-message","I100","L078","ces","Dopo tre anni in Italia mi sono deciso di andare a studiare la lingua italiana piu profondo, perche mi serviva conoscera la lingua per il lavoro"
"CZECH-IT","text-message","I103","L084","ces","Che abbiano la verità?"
"CZECH-IT","survey-message","I104","L012","ces","Prefericso studiare quando la case è vuota. Giorno lavorativo mattina. Concentrazione dipende dalla materia che studio. Quando mi piacem è facile studiare, invece quando non mi piace ci vuole un po di tempo per cominciare ed entrare nel argomento. Dopo va tutto senza problemi. Per ricordare devo le informazione riscrivermi, scrivo anche quando faccio ripasso e parlo ad altra voce, cosi sento quello che dico. Studiando consumo tanta carta."
"CZECH-IT","survey-message","I105","L012","ces","Ultima vacazna (2 giorni) passata in Repubblica Ceca, ho visitato Moravia centrale. Era un viaggio di divertimento ed l´ho passato in compagnia. Era la compagnia che ha reso il viaggio interesante, non il posto."
"CZECH-IT","survey-message","I106","L012","ces","So cucinare e non mi piace cucinare,  Preferisco le ricette veloci e non ho una ricetta che mi piace paticolarmente.  .. dopo 5 minuti non mi è venuto in mente nessun piatto. Scusa :)"
"CZECH-IT","survey-message","I107","L046","ces","Preferisco il mezzogiorno o il pomeriggio, perché alla mattina non sono pronta, sono ancora un po' stanca. Alla sera dipende, a volte posso studiare almeno un po', ma spesso sono già stanca anche. Sì, a volte vorrei prepararmi per un esame, mi dico: ""Vai a studiare!"", ma faccio altre cose, guardo la tivù oppure scrivo su chat con qulcuno .. Ma quando studio, non conozco il tema, mi dico qualche volta la parola per darla alla memoria. Ascolto la musica italiana o qulache conversazione italiana su internet, perché per me è molto importante sentire qualche parola dalla bocca del parlante nativo."
"CZECH-IT","survey-message","I108","L046","ces","Sono tornata da Austria tre giorni fa. Sono stata a Vienna da tre giorni con la mia miglior amica, ci siamo divertite tanto. Abbiamo visto quasi tutti monumenti che ci sono, per esempio la Chiesa di San Carlo oppure tutti e due Castelli (di Schönbrunn e del Belvedere). Ci è piacciuta tanto! Abbiamo mangiato in qualche ristorante italiano, perché amiamo la cucina italiana. Non vedo l'ora di visitare altro posto all'estero."
"CZECH-IT","survey-message","I109","L046","ces","Va bene, continuo con la cucina italiana ancora. Mi piacciono tanto gli spaghetti alla carbonara. Ho bisogno gli spaghetti, le uova, il guanciale, un formaggio (quando non ho il Pecorino) e il pepe. Cuoco gli spaghetti in acqua bollente e salata. Poi taglio il guanciale, sbatto i tuorli delle uova con un formaggio e una macinata di pepe nero. Servo insieme."
"CZECH-IT","survey-message","I113","L023","ces","Per studio preferisco le sere. Moneriggio non ho tempo e ogni mattina lavoro. In mia etá non é facile concentrarsi allora é un po difficile. Ora ho trovato su Youtube canale la Treccani scuola e mi piace molto studiare con i videi che ci trovo. La tecnica audiovisuale mi fa molto bene."
"CZECH-IT","survey-message","I114","L023","ces","Perché sono vissuta in Italia precisamente al Lago di Garda trascorriamo tutte le vacanze ogni anno li. Facciamo le gite a Verona, a Peschiera del Garda, a Lazise, a Sirmione e a Garda. Nostre vacanze sono prevelamente di divertimenti ma qualchevolta anche culturali, per esempio monumenti a Verona. Viaggio sempre con mia famiglia e miei genitori. Tutti amiamo tanto Italia. Posso dare un consiglio perché sono sicura che questa localitá piacerebbe a tutti e é piena di divertimenti."
"CZECH-IT","survey-message","I115","L023","ces","Mi piace mangiare pasta al ragú. Non sono tanto brava in cucina, cucinare non é niente per me. Allora la pasta metto nel´acqua bollita, le lascio circa 10 minuti. Dopo prendo il ragú, lo riscaldo e mischio."
"CZECH-IT","survey-message","I116","L020","ces","La mattina dalle 8 alle 10. Dipende che cosa studio. Lego il testo, poi devo capirlo, charachterizo il testo con qualche frase e le ripetto."
"CZECH-IT","survey-message","I117","L020","ces","Sono stata con gli amici in Slovacco in Tatry per una settimana. Abbiamo trascorsi i giorni nelle montagne oppure abbiamo rilassato in un aquaparco, abbiamo visitato un castello e cosi via. Abbiamo dormito in due autocamp durante nostra vacanze. Siamo stati la in grande guppa di gente, verso venti persone. A chi piacono le montagne consiglio Tatry, perché sono bellissime, pulite e si mangia bene."
"CZECH-IT","survey-message","I118","L020","ces","Oggi ho cucinato la zuppa dello spinaci. Da ieri è rimasto un po dello spinaci. Allora l'ho messo in una pentola con l'aqua, carrota, spagetti, olio d'oliva e l'ho lasito di bollire. Dopo dieci minuti e la zuppa pronta."
"CZECH-IT","survey-message","I119","L026","ces","Studiare è fantastico e faticoso. Allena la mente e ci da una cultura generale. E come studiare? La cosa più importante è la organizzazione. Sapere organizzare legiornate, pianificare e in ognuna giornata trovare il tempo per lo studio. L'ideale sarebbe studiare prima di mezzogiorno, non più di trenta minuticon delle pausee riposini. Teoricamente sono bene attrezzata, ma in pratica sono le cose ben diverse. Cioè studio di notte, tutto insieme all'ultimo momento in una enorme continuazione, ma con voglia e piacere. Come metodo preferisco riassunti e evidenzio le parole chiave."
"CZECH-IT","survey-message","I120","L026","ces","L'ultima vacanza? se ricordo bene sono andata con mio figlio in Croazia. Abbiamo visitato la isola Brac e anche se abbiamo fatta tanta strada, per arrivarci, il viaggio è stato abbastanza piacevole e divertente. Una tipica vacanza al mare. Niente di più. Io e lui. Si prendeva sole, si facevano le camminate, si nuotava, scherzava, mangiava gelato... E basta."
"CZECH-IT","survey-message","I121","L026","ces","Particolarmente mi piace una ricetta di origine ceca. La chiamiamo ""Svíčková"" ed è praticamente una carne bovina con suco e gnocchi alla viennese. La cucina ceca è piena di succhi e gnocchi - fatti come contorno o come desert. Per preparare la ricetta dobbiamo steccare la carne con la pancetta e arrostirla dopo di che arrostiamo la verdura aggiungiamo diverse spezie e insieme alla carne mettiamo nel forno. Ilsucco lo prepariamo aggiungendo la panna e il contorno prepariamo usando panini, uova e sale. Una ricetta delicatae per noi cosˇi speciale. Come desert amo le brownies,fatte con la cioccolata fondente."
"CZECH-IT","survey-message","I122","L075","ces","Non so se lo preferisco, ma posso studiare solo la sera. Prima devo lavorare o occupare mia famiglia. Ora, quando studio con lavoro, cerco di studiare continuamente. Studio leggendo e facendo appunti sulle cartine piccole (quelli che puoi incollare). Qualche volta è difficile concentrarmi, succede quando sono stanca morta, in questo caso non studio e prendo un libro normale o vado a dormire."
"CZECH-IT","survey-message","I123","L075","ces","Ultima volta ero in Croazia, a Tucepi. Mia famiglia c’era una settimana prima e io sono arrivata da sola per poter trascorrere con loro la seconda settimana. Mi è piaciuto molto. Conosco molto bene questa zona ed è molto buona per riposare. Era una vacanza con famiglia e per le famiglie è questo luogo molto bene organizzato."
"CZECH-IT","survey-message","I124","L075","ces","Mia figlia ama mia oca arrosto. Uso una ricetta tradizionale. Metto la oca nel sale per 24 ore, dopo la lavo dal sale e la metto in forno con molto grasso e l’oca cuoco per 9 ore per 90 gradi di temperatura. Dopo 9 ore aumento la temperatura a 180 gradi e cuoco altre 3 ore. La mangiamo con crauti e con gnocchi."
"CZECH-IT","survey-message","I125","L032","ces","Il mio rapporto con lo studio varia e cambia in dipendenza di molti fattori: dipende da come avevo dormito, da come mi sento, da quanti e quali preoccupazioni sto superando, e dipende anche da molte altre circostanze. Per studiare e, nel mio caso, per lavorare preferisco le ore di pomeriggi, se devo scrivere o tradurre. Non mi crea problemi concentrarmi se quello che devo fare è interessante o se apprendo qualche cosa di nuovo. Se invece la cosa, per esempio testo, libro, è noioso, poco istruttivo, non riesco a concentrarmi, o lo butto via. Le mie “tecniche” per ricordare informazioni nuove, sono poche perché oggi, se dimentichi qualche cosa, lo trovi facilmente su internet. Quindi ne approfitto anch’io."
"CZECH-IT","survey-message","I126","L032","ces","La mia ultima vacanza è stata nella Repubblica Ceca. Alla fine di luglio, assieme al marito, abbiamo passato una settimana nella Svizzera Boema, facendo gite in bicicletta. Abbiamo visitato tra l’altro due città tedesche, vicino alla frontiera: Königstein, con una fortezza antica e estremamente grande, su una colina di circa 250 m sopra il fiume di Elba, e quella di Bad Schandau, terme allo stesso fiume. Questa è stata la parta culturale e istruttiva della vacanza. Tutto il resto è stato puro divertimento in bici: discese e salite, fatica e poi riposo. Questi sono i motivi per cui vale la pena di consigliare la zona ad altri turisti."
"CZECH-IT","survey-message","I127","L032","ces","Una delle mie ricette preferite sono le lasagne ai quattro formaggi. Si fanno però anche con il ragù. Ingredienti: 500 g di manzo macinato, 3 cucchiai di olio di oliva, cipolla, aglio, sale, pepe, origano, vino rosso, brodo, pomodori pelati; due etti di mozzarella, tre etti di ricotta, un etto di parmigiano grattugiato, un etto di emmenthal. Le lasagne preferibilmente quelle fatte a casa. Metti olio nella pentola, aggiungi cipolla e aglio tritati, mescola per arrostire, aggiungi pomodori, metti il vino e il brodo. Cucini per circa un’ora. Nel frattempo bisogna preparare i formaggi: Il ragù fatto, metti ne uno strato in una teglia, poi uno strato di lasagne, poi uno strato di ragù e formaggi, tutti e quattro, e così via."
"CZECH-IT","survey-message","I128","L007","ces","Io sono ""un tipo di sera"" e preferisco studiare la sera. Sono impiegata e lavoro dal lunedì fino al venerdì 8,5 ore al giorno, questo significa, che dopo il fine settimana sono meno stanca e studiare di sera dal lunedì fino al mercoledì non è tale problema come alla fine della settimana - giovedì e venerdì - la mia concentrazione discende. Il viaggio al mio lavoro dura quasi un`ora, uso i mezzi pubblici e studio anche la mattina durante il viaggio. Dopo lavoro devo avere una pausa, non sono capace studiare subito. Non ho nessuna tecnica speciale, ma devo dire che per me è utile, quando si ripetono qualche informazioni. Per esempio qualche tipo grammatica dobbiamo imparare e dopo trenta pagine questo si sviluppa o soltanto si ripete, poi questo non dimentichero mai."
"CZECH-IT","survey-message","I129","L007","ces","Volevo vedere la città di Žamberk, una piccola città in Boemia orientale, nella regione di Pardubice . La non siamo stati mai, appena quest`anno. Siamo andati con mio marito. È stata una combinazione ideale di città e di natura. Abbiamo visto la casa natale di Prokop Diviš /l`inventore del parafulmine/,  il museo comunale di Žamberk, il centro della città con una architettura meravigliosa. Poi abbiamo trascorso qualche giorno andando a piedi, ogni giorno 10 km in natura che circonda questo posto splendido, e tutti i giorni non abbiamo incontrato NESSUNO!!! Pace, calma, riposo, fantastico! Un giorno abbiamo visto una mandria di mufloni, non ho mai visto qualcosa di simile in natura non solo in giardino zoologico. Non so se possono essere anche pericolosi..."
"CZECH-IT","survey-message","I130","L007","ces","Dalla mia infanzia amo preparare ""i nidi di vespe."" Per questi biscotti esistono stampini speciali bisogna comprarli.  Non si cucina, non si cuoce. Si prendono biscotti tondi e nocciole, si macinano, poi si aggiunge il burro, lo zucchero il cacao, l`uovo e alcool, tutto si mescola. Per un ripieno serve di nuovo l`alcool, lo zucchero, il rosso d`uovo e il burro, bisogna mescolare tutto insieme. Per avere una forma giusta si usano i stampini. È molto buono. Gli amici di miei figli ogni Natale non vedevano l`ora di assaggiare i nostri nidi, perché erano pieni di alcool..."
"CZECH-IT","survey-message","I131","L079","ces","Preferisco studiare la mattina e dopo il pranzo, ma non la sera. La sera è un tempo per riposare. È difficile concentrarmi sulla materia che non mi interessa o la quale non capisco. Per ricordarmi le informazioni devo riscriverle. Sempre e tutto. È molto laborioso, ma per me è la tecnica più buona."
"CZECH-IT","survey-message","I132","L079","ces","Ultimamente sono andata in Spagna per una settimana. Ho visitato la provincia Asturias in nord, esattamente alcuni paesini piccoli come Luarca, Luanco, poi Gijón, la seconda citta più grande di Asturias, ovviamente il capoluogo Oviedo.. Molti posti. Era una viaggio di divertimento e anche culturale, perché voleva conoscere più posti. Ho viaggiato da sola, ma ho visitato una amica ceca che abita là e un giorno ho viaggiato con lei. Questo luogo consiglierei perché non è  molto visitato dagli turisti stranieri. Penso che vale la pena visitarlo perché c'è molto da vedere, non solo le citta, ma sopratutto le belleze naturali."
"CZECH-IT","survey-message","I133","L079","ces","Non mi piace e non sono brava in cucinare. Il mio stile di cucinare è mettere alcuni alimenti nella pentola e riscaldarlo."
"CZECH-IT","survey-message","I134","L008","ces","Preferisco studiare sempre la mattina. Non ho quasi mai studiato la sera perché credo che sia importante dormire bene. La mattina sono sempre fresco e pronto a imparare. Quando ero al liceo, era difficile per me concentrarmi perché ho sempre pensato all'altro. Sopratutto alla figa e alle scommesse. Però sono riuscito ad ottenere i voti buoni lo stesso. Per ricordare le informazioni ho usato solo la tecnica di ""parlare ad alta voce""."
"CZECH-IT","survey-message","I135","L008","ces","Durante la mia ultima vacanza sono stato in un posto paradisaico. Sono stato a Danta di Cadore e così l'ha definito un noto alpinista Pierangelo. Mi ha scritto: Tomas, ti trovi in un posto paradisaico. Ed aveva ragione. Abbiamo visitato le Tre Cime e abbiamo fatto molte passeggiate. Ho viaggiato con mia moglie e mio nonno. Questo luogo non lo consiglierei a nessuno perché la gente non capisce la bellezza di questi posti. Io invece mi ci trasferirò in futuro. È un luogo bellissimo, tranquillissimo e pieno di veneti divertenti!"
"CZECH-IT","survey-message","I136","L008","ces","Il mio piatto preferito che anche riesco a cucinare è la parmiggiana. Di solito faccio grilliare le melanzane, taglio la mozzarella e preparo il sugo. Poi metto tutto insieme, come indicato da Emanuele Ridi e ci aggiungo anche il parmiggiano. L'unica volta quando non sono riuscito a preparla bene è stato quando ho messo una copertina di plastica nel forno. BURDELLLLLLLL!"
"CZECH-IT","survey-message","I137","L043","ces","Il mio periodo preferito è la sera. Non posso studiare durante il giorno perché devo lavorare. Ma la sera, verso le nove o dieci è il periodo quando la mia casa è silenziosa e posso concentrarmi per il mio studio. Quando inizio a studiare, di solito studio per due o tre ore. Quando studio, devo scrivere tutte le parole che voglio imparare. Se non le scrivo, me ne dimentico subito."
"CZECH-IT","survey-message","I138","L043","ces","La mia ultima vacanza ho speso in Italia a Lago di Garda con la mia famiglia. Siamo stati a Limone sul Garda, una città piccola ma molto buona. Ci siamo andati con altre due famiglie e ci siamo divertiti un mondo. Il nostro albergo è stato perfetto, sulla spiaggia del lago e abbiamo mangiato i pasti italiani che ci piacciono molto. Il tempo ha fatto bello, c´era il sole tutti i giorni e abbiamo nuotato in lago. Abbiamo riposato sulla spiaggia e abbiamo prenduto il sole."
"CZECH-IT","survey-message","I139","L043","ces","Il mio piatto preferito è gli spaghetti carbonara. A me e la mia famiglia piace la pasta molto bene e cosí prepararla molto spesso nelli modi diversi. Anché preparo l´insalate diverse con  la verdura o solo gli spaghetti come un contorno con il carne. La pasta è il piatto perfetto quando viaggi ( per esempio in montagna d´inverno per sciare) perché la preparazione dell piatto non prende molto tempo e inoltre è un piatto caldo."
"CZECH-IT","survey-message","I140","L063","ces","Per quel che riguarda il periodo della giornata più adeguato allo studio, dipende da vari fattori, tra cui lo stato d’animo, lo stato fisico, ecc. Ma di solito i momenti più efficienti sono o la mattina o la sera. Lo stesso vale anche per la concentrazione: più facilmente mi concentro o la mattina o la sera. Se leggo il testo ad alta voce, mi ricordo meglio le informazioni che esso contiene."
"CZECH-IT","survey-message","I141","L063","ces","Durante l’estate scorsa, sono andata a visitare l’iQlandia a Liberec e lo Svět techniky a Ostrava. Sono grandi complessi, musei interattivi, dove i visitatori hanno un’occasione unica di provare le leggi fisiche a propria pelle. Quello di Liberec è organizzato molto meglio, ma quello di Ostrava è interessante per un altro motivo, e cioè è situato nello spazio della vecchia fabbrica di Vítkovice e quindi ha un fascino particolare. Un museo simile si può visitare anche a Olomouc, ma un visitatore curioso non dovrebbe mancare di visitare anche questi due posti."
"CZECH-IT","survey-message","I142","L063","ces","Torta di tvarůžky. Gli ingredienti: 1 uovo, 250 gr. di farina semi-grezza, 300 gr. di yogurt bianco, mezza bustina di lievito in polvere, 125 gr. di formaggio tvarůžky, 150 gr. di bacon, sale, origano. Unire la farina, l’uovo, lo yogurt e il lievito in un impasto. Spianare l’impasto e poi depositarlo sulla teglia da forno. Sopra l’impasto mettere il formaggio e il bacon tagliati a dadi, cospargere di origano, aggiungere un po’ di sale, poi mettere al forno e lasciare cuocere a 180° per 30 minuti."
"CZECH-IT","survey-message","I146","L050","ces","Non uso nessuna tecnica per ricordarmi i testi, putroppo non ho trovato ancora nessuna che fosse utile. Di solito faccio tanta fatica a concentrarmi, perciò studio solamente nei momenti in cui me la sento. Allora può succedere che studio alle due di mattina dopo aver visto un film o alle quattro di pomeriggio al bar dietro all'angolo. Il mio problema principale quando cerco di studiare sarà il fatto che appena comincio a leggere, mi viene fame e devo mangiare sennò non mi concentro per niente."
"CZECH-IT","survey-message","I147","L050","ces","Per me le vacanze non esistono più, ma per fortuna lavoro in una zona turistica e riesco a divertirmi anche dopo lavoro, semplicemente uscendo o andando ai posti nei paraggi, specificamente nella zona di Verona. Nei miei viaggi, comunque, cerco di divertirmi ed allo stesso momento conoscere delle nuove cose e persone, dunque anche dal punto di vista culturale direi che sono abbondanti. Se devo consigliare qualche posto ad altri turisti dico semplicemente Europa meridionale perché lì c'è tutto: sole, vino, cibo e bella gente."
