"Corpus","Type","Text.ID","Author.ID","L1","content"
"VALICO","Assignment","","","ces","L ' altro giorno al lavoro . Ieri è stato domenica e il mio buon ' amico ha ce| lebrato il suo compleanno . Giusto . Fa male di testa , perchè sono stato ubriaco . Un pò sicuramente ... Mi sono ricordato di una bella ragazza . Era la bionda , alta e snella . Cosa l ' ha detta ? Si . Che le piace la nave . Quando c ' e il sole , il cielo azzurro , gli uccelli . Che bello ! # Potremmo navigare . Sarei il capitano e lei sarebbe con me . # Ad un tratto sento . Sergio , Sergio ! xxxx sveglia ! Cosa ? Che c ' e ? ! No ! Dai . Ho sogna to . Sono di nuovo nell ' ufficio , dove lavoro . Dove è la mia bionda ? Ecco . # Adesso vedo , che la bionda di un party è la mi capo nuova . La sua bocca dice le parole brutte , ma i suoi occhi dicono - si , sono io . Gioio per una gita lavorita ."
"VALICO","Assignment","","","ces","Siedo nell ' ufficio . Anche se ho molto lavoro . # Non ho voglia di fare niente . Sono col idea altrove altro . Possedo la nave bella granda nuova . Navigare in mare aperto con una bella donna . Chi è questa bella donna ? Pure mia capa . Ha il corpo so splendere e ha stata davanti e ? ? me solo nella costume da : di bagno e suoi capelli x biondi svolazzano attorno sua testa . Che bella vista . Ha sempre il sorriso sulle labbra . Sono fortunato . Vale me baciare . # Ma che cosa successo ? Niente affatto comprendo . # Perchè devo alzarsi ? qualcosa qui non siede mi . Terrere seno addormentarsi . # Peccato , questo sogno era so reale , ma reale è diverso ."
"VALICO","Assignment","","","ces","Alle tre di notte il signor Rossi si è svegliato e non ha potuto dormire . Così si è deciso a fare una breve passeggiata . Lui si è vestito ed è uscito fuori sulla strada . Ha cominciato a girare per le strade scure della città . Durante la passeggiata ha visto un ' ombra di qualcuno . Ha avuto paura così ha cominciato a correre . Ha corso molto veloce ma sempre ha visto quell ' strano ombra . All ' improvviso ha incontrato un vigile . Ha detto agli tutte le cose di questa notte . Ma il vigile ha solo riduto e ha detto : "" Forse lei ha paura della propria ombra "" !"
"VALICO","Assignment","","","ces","Il mio nonno è un ' uomo molto simpatico ed elegante . Si veste sempre la giacca e un cappello alto . Ieri è stato al ristorante . # Ha preso la pizza quattro formaggi e una bicchiere di birra . POI POI Tutto ha pagato ed è venuto a casa . # Il nonno è girato delle strade sicure , non illuminate . x a sentito la voce e il suono strano ! È stato spaventato . È accelerato . # Ha avuto paura della propria l ' ombra . # Qualcuno ha chiamato il nome di mio nonno Il nonno si è fermato . "" Chi conosce il mio nome ? "" ha pensato . # Il cameriere ! Ha corso sulle strade di portargli xxx IL SUO CAPPELLO ! Che cortesemente !"
"VALICO","Assignment","","","ces","Il signor Rossi , finalmente , stava uscendo dal suo ufficio . Ha avuto una giornata lunga e piena di lavoro . # Non vedeva l ' ora d ' arrivare a casa e farsi un bagno rilassante . # Fuori era già buio e le strade erano vuote . Dal silenzio ha cominciato a sentire i passi che si avvicinavano a quelli suoi . # Spaventato signor Rossi , alla età di 56 anni , si è messo a correre . # Non si è voltato neanche una volta . Quasi senza fiato è arrivato al palazzo di vigili . # Solo qua ha capito che la persona che lo rincorreva è stato Roberto . Quel ragazzo che si occupa delle"
"VALICO","Assignment","","","ces","$002$ pulizie del ufficio di signor Rossi . Gli portava il cilindro , che si era dimenticato sulla scrivania . # Il signor Rossi era molto felice che è stato Roberto e non un rapitore . L ' ha ringraziato cortesemente ."
"VALICO","Assignment","","","ces","La settimana scorsa sono stato a Londra . Sono voluto andare al bar celeberrimo perchè sono molto ricco . Così ho visitato il bar The Porterhouse e ho preso la più buona birra alla spina . Ho avuto una , due , tre bicchiere della birra e sono stato bevuto . Ho deciso di partire per il mio albergo di lusso . Ho preso la giacca e ho pagato il mio conto . Nessuno è stato alla strada . È stata la notte bellissima e il cielo trapunto di stelle . Però qualcuno è andato dietro di me . Ho affrettato il passo . Lui anche ! Ho cominciato a correre . Lui anche ! Mi ha chiappato . Ho girato e ... Oh , Dio ! È stato il cameriere e mi ha portato il mio cilindro !"
"VALICO","Assignment","","","ces","Un uomo è uscito dal bagno in un albergo . # Ha preso la un strada per andare a casa . # Era tarda notte e piano xxx , piano si faceva il buio . Dopo un 'po di tempo ha sentito un rumore molto strano . Si è agitato , ma non aveva visto nessuno . Continuava andare a casa , c ' era xx un cameriere ladro . L ' uomo si è spaventato da morire ha assalito l ' uomo , pensava que qualcuno lo stava seguendo . Può darsi un ladro o qualcosa di simile , però è stato fortunato ."
"VALICO","Assignment","","","ces","Il signor Rossi è andato alla taverna molto costosa due giorni fa . Ci ha trascorso un buon tempo . # Ha bevuto tre birre ed è andato a casa . Era molto stanco e non ha visto l ' ora di essere al letto . All ' improvviso ha sentito i passi veloci . # All ' ombra ha visto un mano che ha voluto toccarlo . Allora il signor Rossi ha cominciato a correre . Ma non è stato in forze e il mano l ' ha raggiunto . Visto un cameriere il signor Rossi ha respirato . Ha dimenticato il suo capello nella taverna ed il cameriere l ' ha portato . Il signor Rossi era contento che il mano non è stato un mano di un ladro ."
"VALICO","Assignment","","","ces","Ogni giorno vado tardi a casa , perche adeso ho molto lavoro . Una serra vado e penso , che faco a casa e sento qualche passi dietro di me . Vado sempre piu velocemente , perche non so , chi è e sono xx un ' po paurito . # Mi tocca , io giro la testa e vedo , che è un barista e mi dice , che ora me ha visto fuori e ha detto , che ieri ieri io ho dimenticato l ' ombrella a questo ristorante ."
"VALICO","Assignment","","","ces","Era mercoledi sera e io sono andato al ristorante . # Il ristorante era tanto bella , per questo ho vestito i vestiti eleganti con un cappello . Ho mangiato la cena poi ho pagato il mio conto e sono andato via . # Era già sera . La strada era vuota . A un punto ho avuto instito che qualcuno è dietro di me . Ho cominciato correre ho avuto la grande paura . Ho sentito suo spiro dietro di me e poi sua mano mi ha toccato . Ho spaventato così tanto . Ho girato - era la cameriere e mi ha portato mio cappelo . Per fortuna ."
"VALICO","Assignment","","","ces","Il signor Verdi è anduto venerdì del suo ufficio . È stato già il buio , fuori fatto ha luna e il signor Verdi ha accompagnato la sua ombra . # Quando si l ' ha accaduto ! # Ha sentito i passi . # Si ha girato ma non è stato lì nessuno . # Ha girato nella strada , ma i passi ha sentito sempre . # Ancora ha girato e ha visto altro ombro . # Si ha spaventato molto e ha cominciato correre . Ancora ha girato , perchè si l ' ha toccato xxxx . Poi ha sentito : Buona sera , sono Marcello e Le voluto restituire il suo portafoglio . Oh , grazie , mi dovuto spaventare . # Ancora una volta grazie ."
"VALICO","Assignment","","","ces","Francesco era l ' uomo molto ricco e famoso . Una volta è uscito a fare una passegiata . Era la serata buia . Di colpo qualcuno ha toccato la sua spalla . Francesco si è spaventato e si e deciso di fare la passegiata di più velocemente . Aveva la grande paura . Ma anche l ' altro uomo ha accelerato . Era più rapido che Francesco e l ' ha toccato da nuovo . Francesco era sorpresso . # Ma lui ha accerto che l ' uomo era il suo servante chi voleva dargli qualcosa che aveva x dimeticato a casa . Al fino tutti i due hanno risso ."
"VALICO","Assignment","","","ces","Fuori si fa buio . Oggi sono in pressa , perchè ho un ' appuntamento con una signorina . Mi piace tanto tempo e tutto deve essere perfetto . Va bene . # Ancora prendere la giacca . Fuori c ' e più buio . Oggi ho sentito , che nella nostra via qualcuno ha visto il ladro . Che pericoloso ! Aspetta . Sento qualcosa . I passi . Non ho paura , però non c ' e piacevole . Miei piedi cominciano correre . Che c ' e ? Qualcuno chiama mi . La voce | fe mminile . Cosa dice ? Signore , signore ! # Il vostro portafoglio ! Giro . Che bella ragazza ! Che bello sorriso ! # Signorina , è molto gentile . Non vuole fare un giro ?"
"VALICO","Assignment","","","ces","Questa cena era molto eccellente . Così adesso la giacca e posso andare a casa . Fa freddo e si fa buio . C ' e la lunga strada davanti me . # E che cosa è questo ? Qui è la mia ombra e di chi è questa ombra ? Ho paura . Ma perchè ? # Ci sono molte ombre nella città . Calma , questo vuole calma . Accelero un po ' . E che cosa è questo ? # Questa persona accelera anche . Perchè ? Che cosa successo ? Perchè perseguiti mi ? Chi è ? Aaa , um ' uomo mette il suo bracio sulla mia mano . Terribile . Chi è ? # Il cameriere ? Dimentico lo mio ombrello nell restaurante . Sono stupido ."
"VALICO","Assignment","","","ces","Questa storia è stata alla stazione in Italia . # Alle due di pomeriggio tutta la gente ha aspettato il treno per Roma . Il treno ha avuto il ritardo così tutti si sono annoiati quando qualcuno ha gridato "" un cane "" ! Dapprima nessuno ha saputo di che cose si trata ma dopo un 'po lo hanno visto . # Il cane è stato evidentemente matto e ha cominciato a rompere tutte le cose che sono stati a sua via . # Ha corso molto presto fra la gente . Tutti hanno avuto paura di cane e sono hanno stati nervosi . Alla fine il cane ha corso sotto il treno che è arrivato alla stazione e ha morto morito ."
"VALICO","Assignment","","","ces","È l ' una . La stazione Termini è affollata della gente , come sempre . Dappertutto è confuzione . Tutti sono arrabbiati perchè il metro è in ritardo di venti minuti . # Soltanto Maria ed Emilio sono contenti di poter congedarsi più a lungo perchè Maria deve partire per Firenze Roma . Un borseggia| tore cerca i portamoneti . Un cagnolino bianco corre sulla banchina ed abbaia Un senzatetto gira intorno alla stazione . # Una signora si meraviglia di la sua valigia è spaccata . C'è una buona occasione per il borseggiatore . Le prende la valigia e corre fuori . Povera signora è triste . Tremendo giorno !"
"VALICO","Assignment","","","ces","Sono le due di pomeriggio e la stazione centrale di Milano è piena di gente e di casino giornaliero . # Una coppia di giovani si sta baciando , probabilmente uno dei due sta per partire oppure è appena arrivato , chissà . # Ci sono anche barboni che passano del loro tempo libero tra la gente , con la speranza di trovare qualche soldo oppure avanzi del cibo . # Per terra ci sono delle vecchie pagine di giornali che a qualcuno non servivano più . # Una signora sta seduta al tavolo che è appena caduto con tutto ciò era sù . Una scatola dei salumi e panne . Forse è stato un ragazzo che gira un pò senza senso tra la gente . Forse è un ladro che sta pensando che cosa rubare prossima volta . # C'è anche un cane che è scapato alla sua padrona . A quella che sta seduta alla tavola cappottata . Altra gente guarda gli orari delle partenze dei treni . Alcuni stanno salendo pian piano sul treno . # La stazione è comunque un posto dove quasi nessuno vuole fermarsi più di quanto è necessario per la partenza o l ' arrivo ."
"VALICO","Assignment","","","ces","Ciao , mi chiamo Giuseppe e ho circa sessanta anni . Non ho la famiglia , gli amici , i soldi . Non lavoro . Sono senzapatria ! Mi piace osservare la gente . Ieri sono stato alla stazione e ho osservato . Gli amanti che si sono baciati non sono stati interessanti per me . Però il riparatore si è impalato e li ha guardati . Non ha fatto niente . Soltanto ha guardato . "" Chi è ? "" ho pensato . È stato afflitto . Forse ha conosciuto colei donna . Forse la sua moglie l ' ha lasciato e lui è stato dollente . Forse ... Non l ' ho saputo . # Ma ad un tratto qualcuno ha gridato ! Una donna anzianna . Il suo cane piccolo è corso e lei ha ribaltato il tavolo . Mi sono spappolato dalle risa . # Non sono ricco però la mia vita è molto ricca !"
"VALICO","Assignment","","","ces","Alla stazione possono succedere tantissime cose . Sempre dipende dal tipo di gente . # Ci sono certe situazioni strani . # Per esempio , c'è una coppia innamorata . # Mentre si bacciavano qualcuno gli ha rubato le valigie . Poi c'è un cane perso , e e una signora spaventata dal cane . Non si riconosce bene cosa è veramente sucesso . C'è anche un senzatetto , propabilmente cercha qualcosa da mangiare . I Gli senzatetti sono persone strane di solito quindy dobbiamo stare attenti a loro . C'è tanto casino alla stazione , molta gente e nervosa ."
"VALICO","Assignment","","","ces","Era lunedì circa le due al pomeriggio e non ho avuto niente da fare come sempre . quindi sono andato alla stazione per mendicare dei soldi . Ma quello giorno non è stato come gli altri . Andato alla stazione ho visto qualcosa d ' insolito . C ' erano due donne - la suocera con la nuora . Litigavano perchè la suocera ha comprato i regali per i nipoti ma sua nuora non li ha voluti perchè suoi bambini hanno tutto . La suocera sempre voleva dargli tutti i regali ma poi la nuora è stata molto arrabiata e comincia| va a gettare regali contro la suocera . Una scatola quasi quasi è stata gettata contro un borsaiolo che voleva derubare una coppia giovane . Il borsaiolo si è spavento moltissimo , non ha portato via niente ed è stato conten| to che non è stato ferito di una scarpa ."
"VALICO","Assignment","","","ces","Un giorno devo andare a mia xxx . Vengo a stazione di treno e aspeto , quando viene mio . Mio treno viene con ritardo 20 min e io devo aspetare a un bar . # Bevo un cafè e guardo a situatione a stazione . # E vedo ... una raggazza , come bacia suo fidanzato e uno uomo allanesse corre con sua xxx valigia , perche lei ha occhi solo per suo raggazzo . # ... . una donna vechia beve un cafè e suo cane vede un bambino come mangia salame e è uscito fuori di stazione . # Dappertutto e rumore e anche disordine . Io solo guardo a dopo , quando e venuto mio treno , entro e mi aiuta uno uomo gentile con mia valigia ."
"VALICO","Assignment","","","ces","Ogni lunedi mattina comincia un casino in edificio della stazione . Mi sono salito in autobus e ho guardato il casino . Tutti gente hanno in fretta . Un ragazza è arrivata da Genova e suo fidanzato ha aspetato . L ' ha lei visto e ha lasciata tutte le valigie sulla par tera e lei ha dato un grande bacio a lui , poi anche tre . Un signore che ha proprio passato questi due , è andato reparare qualcosa . Ho visto anche tante gente , che non hanno la casa . # Un signore , penso che era il ladro . Lui è corso e ha rovinato tutto . La valigia della vecchia signora è caduta ... # Poi sono andata via con il autobus e sono tornata a casa ."
